Spitzenwert Werkzeug. Istwert,Spitzenwert Schnecke. Istwert,Cylinder heating zone 1. actual value,Cylinder heating zone 2. actual value,Cylinder heating zone 3. actual value,Cylinder heating zone 4. actual value,Maximum injection pressure . actual value,Switch-over pressure . actual value,Peak value of mould. actual value,Peak value of ejector. actual value,Cycle time. actual value,Dosing time . actual value,Injection time . actual value,Mould protection time. actual value,Temperature of feed yoke. actual value,Material cushion . actual value,Switch-over volume. actual value,Cylinder heating zone 5. actual value,tempActualValue,tempMainLine,tempReturnLine,SLPThresholdPostGate,SLPThresholdEndOfFill,Temperature_MeasureStartEndOfFill,Temperature_OverallMaximumEndOfFill,Temperature_OverallMaximumTimeEndOfFill,MaximumPressurePostGate,MaximumPressureEndOfFill,MaximumPressureTimePostGate,MaximumPressureTimeEndOfFill,Integral_CycleStartCycleEndPostGate,Integral_CycleStartCycleEndEndOfFill,Integral_CycleStartMaxValuePostGate,Integral_CycleStartMaxValueEndOfFill,Integral_MaxValueCycleEndPostGate,Integral_MaxValueCycleEndEndOfFill,Width,Length,timestamp,DeltaTimePostGate,DeltaTimeEndOfFill,ground_truth,
799.015,119.909,214.3,215.5,220,224.5,2250.425,1752.953,3.002,0.144,24.328,2.078,0.458,0.656,45.2,29.515,44.974,230.1,60,60,58,94.586,52.5,57.62,72.982,4.026,525.541,477.706,4.515,3.612,7533.595,4852.363,1551.358,947.526,5982.237,3904.837,423.379,2054.931,45566.68738,45566.68738,45566.68738,0,42
798.278,119.952,213.3,215.6,220.6,224.8,2248.288,1877.88,2.866,0.458,24.344,2.248,0.458,0.654,45,29.638,44.964,230.1,60,60,58,94.586,52.5,62.489,76.564,3.123,530.366,478.785,4.703,3.65,7622.036,4933.919,1661.097,964.872,5960.939,3969.047,423.164,2052.723,45566.68766,45566.68766,45566.68766,0,
798.278,119.952,213.3,215.6,220.6,224.8,2248.288,1877.88,2.866,0.458,24.344,2.248,0.458,0.654,45,29.638,44.964,230.1,60,60,58,137.796,52.5,61.579,77.97,1.242,533.294,482.214,4.966,3.838,7949.818,5784.738,1837.158,1109.62,6112.66,4675.118,424.551,2056.138,45566.68766,45566.68766,45566.68766,0,
798.278,119.909,211.6,215.3,221.3,225.3,2239.059,1809.491,3.168,0.146,24.344,2.032,0.458,0.656,44.4,27.946,44.989,230,60.2,60.2,58.9,94.586,52.5,64.553,78.379,3.913,536.446,489.084,4.59,3.687,7626.308,5192.981,1602.447,985.002,6023.86,4207.979,423.153,2054.97,45566.68827,45566.68827,45566.68827,1,
798.278,119.909,211.6,215.3,221.3,225.3,2239.059,1809.491,3.168,0.146,24.344,2.032,0.458,0.656,44.4,27.946,44.989,230,60.2,60.2,58.9,137.796,52.5,64.03,80.409,1.354,540.018,490.783,4.929,3.913,7872.102,5948.856,1816.373,1137.068,6055.729,4811.789,424.234,2052.834,45566.68827,45566.68827,45566.68827,1,
798.646,119.909,211.6,215.3,221.3,225.6,2220.019,1795.211,3.15,0.15,24.342,2.08,0.456,0.656,44,28.68,44.953,230.1,60.3,60.3,59.2,137.796,52.5,64.733,80.231,2.145,542.142,495.771,4.816,3.838,7915.748,6076.039,1794.185,1141.157,6121.563,4934.881,424.476,2054.275,45566.68851,45566.68851,45566.68851,1,
798.831,119.909,211.8,215.3,221.6,225.6,2208.459,1753.051,3.312,0.156,24.34,2.082,0.454,0.656,43.7,29.312,44.989,230.1,60.3,60.3,59.5,94.586,52.5,65.162,79.037,3.537,542.41,498.699,4.515,3.574,7764.275,5458.425,1636.63,1006.727,6127.645,4451.698,423.496,2055.202,45566.6888,45566.6888,45566.6888,1,
798.831,119.909,211.8,215.3,221.6,225.6,2208.459,1753.051,3.312,0.156,24.34,2.082,0.454,0.656,43.7,29.312,44.989,230.1,60.3,60.3,59.5,137.796,52.5,65.12,81.404,1.317,543.125,496.934,4.816,3.838,7938.615,6075,1810.829,1158.949,6127.786,4916.051,424.555,2056.425,45566.6888,45566.6888,45566.6888,1,
799.015,119.909,212.3,215.3,221.6,225.5,2206.225,1733.33,2.86,0.144,24.34,2.064,0.454,0.654,43.2,29.444,44.959,230,60.2,60.2,59.7,94.586,52.5,65.137,79.143,3.349,542.236,498.757,4.515,3.574,7762.566,5459.902,1642.929,1014.041,6119.638,4445.861,423.666,2053.606,45566.68907,45566.68907,45566.68907,1,
799.015,119.909,212.3,215.3,221.6,225.5,2206.225,1733.33,2.86,0.144,24.34,2.064,0.454,0.654,43.2,29.444,44.959,230,60.2,60.2,59.7,137.796,52.5,65.364,81.516,1.279,544.257,498.69,4.816,3.8,7966.516,6139.862,1823.023,1152.039,6143.492,4987.823,424.721,2056.183,45566.68907,45566.68907,45566.68907,1,
799.2,119.909,212.6,215.3,221.6,225.3,2213.899,1738.285,2.722,0.142,24.34,2.064,0.454,0.654,42.7,29.551,44.959,229.8,60.2,60.2,59.9,137.796,52.5,65.618,81.124,2.145,545.91,499.925,4.816,3.838,7986.754,6187.383,1832.002,1177.19,6154.752,5010.193,424.761,2056.351,45566.68935,45566.68935,45566.68935,1,
799.569,119.909,212.6,215.1,221.8,225.3,2196.413,1721.382,3.314,0.15,24.34,2.058,0.454,0.656,42.5,29.561,44.948,229.8,60.2,60.2,60,137.796,52.5,65.704,81.283,2.257,544.768,499.515,4.741,3.8,7978.124,6165.649,1790.154,1161.188,6187.97,5004.46,424.533,2053.636,45566.68963,45566.68963,45566.68963,1,
799.2,119.909,212.5,214.8,221.6,225.3,2185.728,1716.33,2.974,0.148,24.338,2.048,0.452,0.656,42,29.383,44.984,229.8,60.1,60.1,60.1,94.586,52.5,65.611,79.314,3.311,543.1,498.044,4.515,3.574,7787.563,5452.5,1645.179,1011.511,6142.385,4440.989,423.703,2055.569,45566.68992,45566.68992,45566.68992,1,
799.2,119.909,212.5,214.8,221.6,225.3,2185.728,1716.33,2.974,0.148,24.338,2.048,0.452,0.656,42,29.383,44.984,229.8,60.1,60.1,60.1,137.796,52.5,65.767,81.414,1.881,543.341,496.336,4.778,3.8,7956.037,6061.677,1797.03,1144.234,6159.007,4917.443,424.627,2055.706,45566.68992,45566.68992,45566.68992,1,
799.384,119.909,213,215,221.6,225.3,2202.825,1719.925,3.076,0.148,24.34,2.076,0.454,0.654,41.7,29.551,44.948,229.8,60.1,60.1,60.2,94.586,52.5,65.508,79.397,2.784,543.597,499.554,4.59,3.574,7786.245,5474.83,1694.585,1022.985,6091.659,4451.845,423.896,2055.573,45566.6902,45566.6902,45566.6902,1,
799.384,119.909,213,215,221.6,225.3,2202.825,1719.925,3.076,0.148,24.34,2.076,0.454,0.654,41.7,29.551,44.948,229.8,60.1,60.1,60.2,137.796,52.5,65.859,82.14,1.279,543.531,497.026,4.741,3.725,7961.456,6104.748,1783.886,1115.616,6177.57,4989.132,424.81,2055.845,45566.6902,45566.6902,45566.6902,1,
799.569,119.909,213.5,214.8,221.5,225.3,2208.07,1709.142,2.896,0.156,24.34,2.082,0.454,0.654,41.5,29.745,44.969,229.8,60.1,60.1,60.2,137.796,52.5,66.109,82.079,1.392,544.731,499.665,4.703,3.8,7965.909,6160.659,1772.717,1163.672,6193.191,4996.987,424.502,2054.463,45566.69047,45566.69047,45566.69047,1,
799.753,119.909,213.6,215.1,221.5,225.1,2184.756,1734.205,3.306,0.144,24.378,2.012,0.452,0.656,41.2,28.934,44.999,229.8,60.1,60.1,60.2,94.586,52.5,65.635,79.533,3.16,545.645,502.073,4.553,3.574,7801.128,5561.245,1666.465,1013.192,6134.664,4548.053,423.704,2054.422,45566.69076,45566.69076,45566.69076,0,
799.753,119.909,213.6,215.1,221.5,225.1,2184.756,1734.205,3.306,0.144,24.378,2.012,0.452,0.656,41.2,28.934,44.999,229.8,60.1,60.1,60.2,137.796,52.5,66.095,82.288,1.317,544.465,497.973,4.778,3.838,7925.56,6099.041,1789.907,1154.236,6135.653,4944.805,424.628,2056.138,45566.69076,45566.69076,45566.69076,1,
799.753,119.909,213.6,215.1,221.3,225.1,2204.185,1729.153,3.102,0.154,24.34,2.078,0.454,0.654,41.2,29.128,44.943,229.8,60.1,60.1,60.3,94.586,52.5,65.752,79.43,3.198,545.461,502.442,4.553,3.612,7806.722,5583.376,1675.114,1042.59,6131.608,4540.786,423.62,2053.431,45566.69104,45566.69104,45566.69104,1,
799.753,119.909,213.6,215.1,221.3,225.1,2204.185,1729.153,3.102,0.154,24.34,2.078,0.454,0.654,41.2,29.128,44.943,229.8,60.1,60.1,60.3,137.796,52.5,66.205,82.292,1.279,544.469,498.34,4.816,3.8,7933.037,6098.305,1817.901,1143.83,6115.136,4954.475,424.88,2054.456,45566.69104,45566.69104,45566.69104,1,
799.753,119.909,213.8,215.1,221.5,225.1,2165.036,1715.942,3.242,0.144,24.336,2.048,0.45,0.654,41.2,28.853,44.974,229.8,60,60,60.3,94.586,52.5,65.546,79.707,3.236,541.615,497.626,4.553,3.65,7723.232,5414.211,1649.411,1037.76,6073.822,4376.451,423.672,2053.024,45566.69133,45566.69133,45566.69133,1,
799.753,119.909,213.8,215.1,221.5,225.1,2165.036,1715.942,3.242,0.144,24.336,2.048,0.45,0.654,41.2,28.853,44.974,229.8,60,60,60.3,137.796,52.5,66.166,82.09,1.279,545.346,498.974,4.816,3.838,7954.033,6159.906,1819.769,1163.269,6134.264,4996.637,424.777,2055.579,45566.69133,45566.69133,45566.69133,1,
799.753,119.909,214,215,221.5,225.1,2201.173,1735.759,2.924,0.144,24.38,2.058,0.454,0.656,41,28.792,44.974,229.8,60.1,60.1,60.4,137.796,52.5,66.135,82.147,1.354,546.192,499.621,4.778,3.875,7956.167,6147.26,1796.633,1179.46,6159.534,4967.8,424.836,2055.456,45566.69161,45566.69161,45566.69161,1,
799.938,119.909,213.5,214.8,221.3,225.1,2174.362,1742.753,2.83,0.144,24.338,2.068,0.452,0.656,41.2,28.807,44.994,229.8,60.1,60.1,60.4,94.586,52.5,65.795,79.633,2.859,545.222,501.774,4.515,3.574,7787.393,5528.514,1646.215,1013.637,6141.177,4514.877,423.805,2053.72,45566.69189,45566.69189,45566.69189,1,
799.938,119.909,213.5,214.8,221.3,225.1,2174.362,1742.753,2.83,0.144,24.338,2.068,0.452,0.656,41.2,28.807,44.994,229.8,60.1,60.1,60.4,137.796,52.5,66.352,82.262,1.317,546.366,499.482,4.778,3.875,7964.178,6134.168,1798.051,1178.389,6166.127,4955.78,424.685,2054.879,45566.69189,45566.69189,45566.69189,1,
800.122,119.909,213.8,214.6,221.1,225.1,2188.545,1720.896,3.102,0.144,24.384,2.05,0.454,0.656,41.2,28.578,44.943,229.8,60.1,60.1,60.4,94.586,52.5,65.814,79.556,2.671,543.401,498.148,4.477,3.612,7774.487,5449.864,1609.024,1013.147,6165.463,4436.716,423.876,2194.929,45566.69218,45566.69218,45566.69218,1,
800.122,119.909,213.8,214.6,221.1,225.1,2188.545,1720.896,3.102,0.144,24.384,2.05,0.454,0.656,41.2,28.578,44.943,229.8,60.1,60.1,60.4,137.796,52.5,66.41,81.908,2.558,544.536,497.517,4.816,3.8,7933.914,6070.704,1804.831,1129.14,6129.083,4941.564,424.732,2055.551,45566.69218,45566.69218,45566.69218,1,
800.122,119.909,214.3,214.8,221,225,2225.653,1733.039,3.18,0.156,24.39,2.066,0.456,0.656,41.5,28.69,44.994,229.8,60.1,60.1,60.4,137.796,52.5,66.193,82.037,2.37,545.47,498.671,4.891,3.875,7951.69,6107.674,1848.982,1169.686,6102.708,4937.988,424.658,2056.065,45566.69245,45566.69245,45566.69245,1,
800.122,119.909,214.6,214.8,221,225,2192.528,1717.302,2.63,0.144,24.338,2.082,0.452,0.656,41.5,28.945,44.989,229.8,60.1,60.1,60.4,94.586,52.5,65.914,79.582,3.085,543.352,499.109,4.553,3.574,7769.623,5481.756,1657.56,1004.775,6112.063,4476.981,423.679,2169.855,45566.69273,45566.69273,45566.69273,1,
800.122,119.909,214.6,214.8,221,225,2192.528,1717.302,2.63,0.144,24.338,2.082,0.452,0.656,41.5,28.945,44.989,229.8,60.1,60.1,60.4,137.796,52.5,66.406,82.588,1.354,544.651,497.794,4.854,3.838,7940.675,6090.98,1832.857,1156.15,6107.818,4934.83,424.72,2056.322,45566.69273,45566.69273,45566.69273,1,
800.122,119.909,214.5,215.1,221,225,2196.996,1730.61,3.316,0.154,24.34,2.036,0.454,0.658,41.7,28.414,44.943,229.8,60.1,60.1,60.5,94.586,52.5,65.95,79.861,3.499,542.315,498.004,4.665,3.65,7729.744,5428.822,1701.087,1025.353,6028.657,4403.469,423.711,2055.242,45566.69302,45566.69302,45566.69302,1,
800.122,119.909,214.5,215.1,221,225,2196.996,1730.61,3.316,0.154,24.34,2.036,0.454,0.658,41.7,28.414,44.943,229.8,60.1,60.1,60.5,137.796,52.5,66.461,82.455,1.317,544.186,496.886,4.816,3.875,7930.279,6086.455,1798.307,1159.479,6131.972,4926.976,424.796,2055.282,45566.69302,45566.69302,45566.69302,1,
800.122,119.909,214.3,215.1,220.8,225,2180.19,1747.416,2.862,0.152,24.338,2.066,0.452,0.656,41.9,28.501,44.969,229.8,60.1,60.1,60.5,137.796,52.5,66.407,82.401,1.317,544.519,498.03,4.816,3.8,7915.026,6098.17,1803.428,1128.055,6111.598,4970.115,424.783,2056.423,45566.6933,45566.6933,45566.6933,1,
800.307,119.909,214.3,214.8,220.8,225,2208.653,1741.588,3.124,0.144,24.34,2.072,0.454,0.654,42.2,28.588,44.953,229.8,60.1,60.1,60.5,94.586,52.5,65.885,79.729,2.709,544.575,500.884,4.628,3.612,7773.762,5521.644,1698.684,1023.684,6075.078,4497.96,423.191,2055.215,45566.69358,45566.69358,45566.69358,1,
800.307,119.909,214.3,214.8,220.8,225,2208.653,1741.588,3.124,0.144,24.34,2.072,0.454,0.654,42.2,28.588,44.953,229.8,60.1,60.1,60.5,137.796,52.5,66.543,82.604,1.317,545.765,498.943,4.741,3.8,7935.224,6101.953,1768.056,1131.86,6167.168,4970.093,424.707,2055.835,45566.69358,45566.69358,45566.69358,1,
800.307,119.909,214.6,214.6,220.6,225.1,2208.653,1727.113,2.854,0.15,24.34,2.066,0.454,0.656,42.2,28.618,44.943,229.8,60,60,60.6,94.586,52.5,65.919,79.796,3.499,545.059,501.361,4.515,3.612,7788.18,5532.807,1638.5,1025.3,6149.681,4507.507,423.901,2054.716,45566.69387,45566.69387,45566.69387,1,
800.307,119.909,214.6,214.6,220.6,225.1,2208.653,1727.113,2.854,0.15,24.34,2.066,0.454,0.656,42.2,28.618,44.943,229.8,60,60,60.6,137.796,52.5,66.541,82.606,1.317,546.246,500.023,4.891,3.8,7959.271,6137.258,1853.087,1136.32,6106.184,5000.938,424.705,2053.234,45566.69387,45566.69387,45566.69387,1,
800.491,119.909,214.6,214.8,220.6,225,2179.607,1716.816,3.47,0.148,24.414,2.058,0.452,0.66,42.5,28.471,44.948,229.8,60,60,60.6,94.586,52.5,66.046,79.694,3.537,542.604,497.264,4.628,3.612,7755.893,5423.344,1683.649,1006.262,6072.244,4417.083,423.585,2055.519,45566.69414,45566.69414,45566.69414,1,
800.491,119.909,214.6,214.8,220.6,225,2179.607,1716.816,3.47,0.148,24.414,2.058,0.452,0.66,42.5,28.471,44.948,229.8,60,60,60.6,137.796,52.5,66.571,82.304,1.354,545.771,498.4,4.816,3.838,7953.152,6109.124,1807.684,1148.554,6145.469,4960.57,424.609,2056.238,45566.69414,45566.69414,45566.69414,1,
800.491,119.909,214.8,215,220.6,225,2157.653,1736.245,3.066,0.142,24.336,2.068,0.45,0.656,42.5,28.649,44.964,229.8,60,60,60.6,137.796,52.5,66.591,82.354,1.392,544.741,497.614,4.778,3.875,7946.663,6097.429,1788.114,1169.94,6158.548,4927.489,424.769,2055.204,45566.69442,45566.69442,45566.69442,1,
800.675,119.909,214.8,215.1,220.6,225,2170.087,1740.908,3.602,0.154,24.338,2.068,0.452,0.654,42.7,28.639,44.953,229.8,60,60,60.6,94.586,52.5,65.883,79.896,3.424,541.632,498.027,4.553,3.612,7717.207,5430.121,1644.496,1012.83,6072.711,4417.291,423.762,2055.141,45566.69471,45566.69471,45566.69471,1,
800.675,119.909,214.8,215.1,220.6,225,2170.087,1740.908,3.602,0.154,24.338,2.068,0.452,0.654,42.7,28.639,44.953,229.8,60,60,60.6,137.796,52.5,66.48,82.608,1.279,546.032,499.673,4.778,3.875,7944.75,6172.659,1795.646,1178.853,6149.104,4993.806,424.777,2056.297,45566.69471,45566.69471,45566.69471,0,
800.86,119.909,214.8,214.8,220.6,225,2184.173,1744.113,3.528,0.144,24.338,2.066,0.452,0.656,43,28.572,44.943,229.8,60,60,60.6,94.586,52.5,65.975,79.8,2.935,543.345,499.577,4.59,3.612,7745.008,5481.879,1672.248,1017.464,6072.76,4464.415,423.935,2055.463,45566.69499,45566.69499,45566.69499,1,
800.86,119.909,214.8,214.8,220.6,225,2184.173,1744.113,3.528,0.144,24.338,2.066,0.452,0.656,43,28.572,44.943,229.8,60,60,60.6,137.796,52.5,66.487,82.599,1.279,544.847,498.558,4.778,3.838,7920.938,6099.933,1788.778,1152.741,6132.159,4947.192,424.796,2056.252,45566.69499,45566.69499,45566.69499,1,
800.86,119.909,214.6,214.6,220.5,225,2200.008,1733.816,3.026,0.154,24.34,2.074,0.454,0.656,43.2,28.659,44.979,229.8,60,60,60.6,137.796,52.5,66.449,82.406,2.333,544.899,498.712,4.816,3.875,7941.527,6106.575,1807.833,1170.532,6133.694,4936.043,424.789,2056.396,45566.69528,45566.69528,45566.69528,1,
800.675,119.909,214.6,214.8,220.3,225,2217.688,1733.525,2.862,0.144,24.366,2.068,0.454,0.658,43.2,28.781,44.964,229.8,60.1,60.1,60.6,94.586,52.5,65.907,79.723,3.01,543.256,499.221,4.628,3.612,7763.68,5492.926,1694.213,1020.154,6069.466,4472.772,423.733,2053.407,45566.69556,45566.69556,45566.69556,1,
800.675,119.909,214.6,214.8,220.3,225,2217.688,1733.525,2.862,0.144,24.366,2.068,0.454,0.658,43.2,28.781,44.964,229.8,60.1,60.1,60.6,137.796,52.5,66.7,82.734,1.279,544.987,498.439,4.854,3.838,7941.081,6102.414,1829.575,1152.626,6111.506,4949.788,424.56,2055.7,45566.69556,45566.69556,45566.69556,1,
801.044,119.909,214.8,215,220.3,225,2175.527,1731.776,3.222,0.154,24.336,2.046,0.45,0.656,43.5,28.557,44.999,229.8,60,60,60.6,94.586,52.5,65.854,79.863,3.461,542.295,497.45,4.665,3.65,7737.863,5425.362,1704.309,1028.063,6033.555,4397.299,423.351,2053.466,45566.69584,45566.69584,45566.69584,1,
801.044,119.909,214.8,215,220.3,225,2175.527,1731.776,3.222,0.154,24.336,2.046,0.45,0.656,43.5,28.557,44.999,229.8,60,60,60.6,137.796,52.5,66.516,82.425,1.392,545.484,498.139,4.816,3.838,7938.622,6117.394,1807.519,1148.771,6131.103,4968.623,424.787,2054.427,45566.69584,45566.69584,45566.69584,1,
800.86,119.909,215.1,215.1,220.3,225,2195.15,1746.348,2.936,0.146,24.34,2.076,0.454,0.656,43.7,28.787,44.959,230,60,60,60.6,94.586,52.5,66.047,79.827,3.461,543.554,499.775,4.553,3.65,7753.814,5503.916,1655.567,1040.861,6098.247,4463.055,423.444,2055.498,45566.69612,45566.69612,45566.69612,1,
800.86,119.909,215.1,215.1,220.3,225,2195.15,1746.348,2.936,0.146,24.34,2.076,0.454,0.656,43.7,28.787,44.959,230,60,60,60.6,137.796,52.5,66.581,82.347,2.295,544.861,498.33,4.816,3.8,7941.09,6112.781,1808.51,1133.654,6132.58,4979.126,424.635,2056.35,45566.69612,45566.69612,45566.69612,0,
800.675,119.909,215.1,215.1,220.3,224.8,2173.779,1733.622,3.324,0.154,24.338,2.054,0.452,0.654,43.7,28.664,44.999,230,60,60,60.6,137.796,52.5,66.623,82.569,1.354,544.276,497.265,4.816,3.838,7910.351,6060.682,1806.023,1148.57,6104.327,4912.111,424.697,2054.883,45566.6964,45566.6964,45566.6964,1,
801.044,119.909,215,215.1,220.3,224.8,2197.676,1732.65,3.564,0.154,24.34,2.042,0.454,0.658,44,28.389,44.979,229.8,60,60,60.6,94.586,52.5,65.946,79.73,3.048,542.189,496.573,4.553,3.65,7734.988,5422.498,1636.42,1018.409,6098.568,4404.088,423.798,2055.064,45566.69668,45566.69668,45566.69668,1,
801.044,119.909,215,215.1,220.3,224.8,2197.676,1732.65,3.564,0.154,24.34,2.042,0.454,0.658,44,28.389,44.979,229.8,60,60,60.6,137.796,52.5,66.507,82.287,2.333,542.84,495.144,4.854,3.8,7881.484,5995.287,1808.232,1110.925,6073.251,4884.362,424.76,2056.584,45566.69668,45566.69668,45566.69668,1,
800.86,119.909,214.6,215.1,220.1,225,2204.865,1744.793,3.24,0.142,24.34,2.068,0.454,0.654,44,28.522,44.974,229.8,60,60,60.6,94.586,52.5,65.909,79.619,2.709,543.201,498.992,4.515,3.65,7752.022,5489.922,1628.721,1032.744,6123.301,4457.178,423.841,2155.469,45566.69697,45566.69697,45566.69697,1,
800.86,119.909,214.6,215.1,220.1,225,2204.865,1744.793,3.24,0.142,24.34,2.068,0.454,0.654,44,28.522,44.974,229.8,60,60,60.6,137.796,52.5,66.626,82.35,2.295,543.355,496.567,4.741,3.838,7892.169,6026.261,1755.085,1139.726,6137.083,4886.535,424.641,2056.425,45566.69697,45566.69697,45566.69697,1,
801.229,119.909,215,215.1,220.1,225,2197.676,1733.233,3.144,0.15,24.352,2.078,0.454,0.654,44.2,28.863,44.948,229.8,60,60,60.6,137.796,52.5,66.55,82.534,2.145,545.459,498.789,4.778,3.8,7935.047,6073.454,1795.136,1139.604,6139.911,4933.85,424.757,2056.396,45566.69725,45566.69725,45566.69725,0,
801.044,119.909,215.3,215,220.1,225,2173.293,1723.325,2.83,0.146,24.336,2.096,0.45,0.656,44.4,29.342,44.984,229.8,60,60,60.6,94.586,52.5,65.951,79.944,3.123,544.316,501.731,4.59,3.612,7776.827,5554.908,1695.681,1044.878,6081.146,4510.03,423.642,2055.414,45566.69753,45566.69753,45566.69753,0,
801.044,119.909,215.3,215,220.1,225,2173.293,1723.325,2.83,0.146,24.336,2.096,0.45,0.656,44.4,29.342,44.984,229.8,60,60,60.6,137.796,52.5,66.682,82.646,1.317,546.044,499.805,4.778,3.838,7956.598,6176.176,1810.043,1174.677,6146.555,5001.499,424.7,2056.521,45566.69753,45566.69753,45566.69753,1,
801.044,119.909,215.3,215.1,220.1,225,2196.51,1733.428,2.894,0.148,24.34,2.026,0.454,0.656,44.5,28.812,44.989,229.8,59.9,59.9,60.7,94.586,52.5,66.128,79.757,2.558,542.731,498.343,4.628,3.612,7747.618,5475.151,1693.356,1018.222,6054.261,4456.93,423.91,2055.56,45566.69781,45566.69781,45566.69781,1,
801.044,119.909,215.3,215.1,220.1,225,2196.51,1733.428,2.894,0.148,24.34,2.026,0.454,0.656,44.5,28.812,44.989,229.8,59.9,59.9,60.7,137.796,52.5,66.628,82.776,1.317,545.192,498.302,4.778,3.8,7930.454,6100.24,1789.951,1134.212,6140.503,4966.027,424.649,2055.353,45566.69781,45566.69781,45566.69781,0,
801.229,119.909,215.1,215.1,220.1,225,2196.413,1746.445,3.83,0.146,24.34,2.058,0.454,0.658,44.7,28.781,44.979,229.8,60,60,60.7,94.586,52.5,66.008,79.802,3.65,541.736,497.538,4.477,3.612,7718.804,5430.75,1605.184,1013.159,6113.62,4417.591,423.934,2055.904,45566.69809,45566.69809,45566.69809,1,
801.229,119.909,215.1,215.1,220.1,225,2196.413,1746.445,3.83,0.146,24.34,2.058,0.454,0.658,44.7,28.781,44.979,229.8,60,60,60.7,137.796,52.5,66.643,82.637,1.317,544.865,497.953,4.816,3.8,7930.297,6106.296,1810.201,1134.607,6120.097,4971.688,424.829,2056.166,45566.69809,45566.69809,45566.69809,1,
801.044,119.909,215,215.1,220.1,225,2199.619,1727.307,3.09,0.146,24.34,2.078,0.454,0.658,44.9,28.939,44.994,229.8,60,60,60.7,137.796,52.5,66.731,82.576,1.354,544.63,498.192,4.816,3.8,7932.697,6111.149,1811.895,1137.978,6120.802,4973.172,424.802,2056.249,45566.69837,45566.69837,45566.69837,1,
801.413,119.909,215.1,214.8,220,225,2181.064,1719.05,3.234,0.152,24.338,2.082,0.452,0.654,45,29.164,44.974,229.8,60,60,60.7,94.586,52.5,65.988,79.957,2.897,546.017,502.609,4.515,3.574,7812.984,5556.33,1654.169,1021.91,6158.815,4534.42,423.69,2052.945,45566.69866,45566.69866,45566.69866,1,
801.413,119.909,215.1,214.8,220,225,2181.064,1719.05,3.234,0.152,24.338,2.082,0.452,0.654,45,29.164,44.974,229.8,60,60,60.7,137.796,52.5,66.659,82.327,2.408,547.171,500.249,4.778,3.8,7985.931,6176.693,1807.289,1149.528,6178.643,5027.165,424.704,2056.477,45566.69866,45566.69866,45566.69866,0,
801.229,119.909,215.3,215.1,220.1,225,2207.682,1724.685,3.016,0.144,24.346,2.072,0.454,0.656,45.2,29.357,44.979,229.8,59.9,59.9,60.7,94.586,52.5,66.156,79.808,2.859,545.21,501.415,4.477,3.574,7799.122,5557.629,1631.922,1020.18,6167.2,4537.449,423.759,2053.64,45566.69894,45566.69894,45566.69894,1,
801.229,119.909,215.3,215.1,220.1,225,2207.682,1724.685,3.016,0.144,24.346,2.072,0.454,0.656,45.2,29.357,44.979,229.8,59.9,59.9,60.7,137.796,52.5,66.555,82.722,1.279,545.164,498.385,4.854,3.8,7957.758,6113.579,1839.484,1144.266,6118.274,4969.313,424.754,2056.321,45566.69894,45566.69894,45566.69894,0,
801.598,119.909,215.1,215.1,220.1,224.8,2201.465,1705.159,3.702,0.154,24.502,2.084,0.454,0.658,45.2,29.628,44.948,229.8,60,60,60.7,137.796,52.5,66.549,82.679,1.317,546.441,500.556,4.778,3.8,7985.04,6194.623,1819.071,1165.762,6165.969,5028.861,424.827,2056.596,45566.69922,45566.69922,45566.69922,1,
801.229,119.909,214.6,215,220.1,225,2203.407,1724.005,2.96,0.15,24.34,2.054,0.454,0.658,45.5,29.337,44.989,229.8,60.1,60.1,60.7,94.586,52.5,65.973,79.777,3.273,544.771,502.141,4.515,3.65,7790.718,5585.269,1652.806,1061.662,6137.913,4523.606,423.702,2052.163,45566.6995,45566.6995,45566.6995,1,
801.229,119.909,214.6,215,220.1,225,2203.407,1724.005,2.96,0.15,24.34,2.054,0.454,0.658,45.5,29.337,44.989,229.8,60.1,60.1,60.7,137.796,52.5,66.557,82.572,1.354,546.389,500.497,4.778,3.8,7964.077,6182.3,1807.71,1153.952,6156.367,5028.348,424.68,2055.338,45566.6995,45566.6995,45566.6995,1,
801.229,119.909,214.6,214.8,220,224.8,2195.927,1718.273,2.802,0.148,24.34,2.082,0.454,0.658,45.5,29.536,44.964,230,60,60,60.7,94.586,52.5,66.133,79.857,2.822,546.456,502.794,4.515,3.612,7825.164,5595.004,1662.232,1048.592,6162.931,4546.412,423.395,2055.436,45566.69978,45566.69978,45566.69978,1,
801.229,119.909,214.6,214.8,220,224.8,2195.927,1718.273,2.802,0.148,24.34,2.082,0.454,0.658,45.5,29.536,44.964,230,60,60,60.7,137.796,52.5,66.741,82.516,1.994,548.725,501.874,4.816,3.8,8015.403,6222.051,1842.053,1163.825,6173.35,5058.226,424.726,2056.083,45566.69978,45566.69978,45566.69978,1,
801.413,119.909,215.1,215,220,225,2202.922,1717.107,2.694,0.146,24.34,2.054,0.454,0.656,45.7,29.347,44.943,230,60,60,60.7,94.586,52.5,65.946,79.928,3.198,546.336,503.035,4.553,3.574,7828.607,5593.215,1680.8,1028.342,6147.807,4564.873,423.872,2054.041,45566.70007,45566.70007,45566.70007,1,
