Spitzenwert Werkzeug. Istwert,Spitzenwert Schnecke. Istwert,Cylinder heating zone 1. actual value,Cylinder heating zone 2. actual value,Cylinder heating zone 3. actual value,Cylinder heating zone 4. actual value,Maximum injection pressure . actual value,Switch-over pressure . actual value,Peak value of mould. actual value,Peak value of ejector. actual value,Cycle time. actual value,Dosing time . actual value,Injection time . actual value,Mould protection time. actual value,Temperature of feed yoke. actual value,Material cushion . actual value,Switch-over volume. actual value,Cylinder heating zone 5. actual value,tempActualValue,tempMainLine,tempReturnLine,SLPThresholdPostGate,SLPThresholdEndOfFill,Temperature_MeasureStartEndOfFill,Temperature_OverallMaximumEndOfFill,Temperature_OverallMaximumTimeEndOfFill,MaximumPressurePostGate,MaximumPressureEndOfFill,MaximumPressureTimePostGate,MaximumPressureTimeEndOfFill,Integral_CycleStartCycleEndPostGate,Integral_CycleStartCycleEndEndOfFill,Integral_CycleStartMaxValuePostGate,Integral_CycleStartMaxValueEndOfFill,Integral_MaxValueCycleEndPostGate,Integral_MaxValueCycleEndEndOfFill,Width,Length,timestamp,DeltaTimePostGate,DeltaTimeEndOfFill,ground_truth,
799.569,119.909,215.1,215,220.5,225,2181.162,1808.714,3.296,0.144,24.338,2.046,0.452,0.654,44.9,26.962,44.994,230,60,60,60.7,94.586,52.5,66.528,80.364,3.085,537.886,491.065,4.703,3.725,7602.319,5236.369,1657.27,994.561,5945.05,4241.808,423.589,2055.601,45566.75897,45566.75897,45566.75897,1,
799.569,119.909,214.8,215,220.5,225,2195.15,1816,3.154,0.144,24.34,2.038,0.454,0.656,45,26.967,44.974,229.8,60.1,60.1,60.7,94.586,52.5,66.552,80.272,3.311,538.14,491.891,4.628,3.687,7606.178,5257.269,1620.048,979.549,5986.13,4277.72,423.507,2052.863,45566.75926,45566.75926,45566.75926,1,
799.569,119.909,214.8,215,220.5,225,2195.15,1816,3.154,0.144,24.34,2.038,0.454,0.656,45,26.967,44.974,229.8,60.1,60.1,60.7,137.796,52.5,67.041,82.617,2.37,540.206,491.652,4.966,3.875,7773.521,5905.233,1821.142,1099.402,5952.379,4805.831,424.718,2055.014,45566.75926,45566.75926,45566.75926,1,
799.569,119.909,214.6,214.8,220.3,225,2196.802,1792.685,2.764,0.15,24.34,2.068,0.454,0.658,45,27.329,44.989,229.8,59.9,59.9,60.7,137.796,52.5,67.069,82.564,2.145,540.526,491.882,4.854,3.913,7796.527,5911.83,1773.245,1130.854,6023.282,4780.975,424.833,2055.668,45566.75954,45566.75954,45566.75954,1,
800.122,119.909,214.8,214.8,220.3,225,2193.305,1782.291,3.026,0.148,24.338,2.086,0.452,0.658,45.2,27.89,44.948,229.8,60,60,60.7,94.586,52.5,66.667,80.347,2.822,541.48,496.903,4.59,3.65,7687.375,5404.253,1644.051,1007.511,6043.324,4396.743,423.636,2052.872,45566.75982,45566.75982,45566.75982,1,
800.122,119.909,214.8,214.8,220.3,225,2193.305,1782.291,3.026,0.148,24.338,2.086,0.452,0.658,45.2,27.89,44.948,229.8,60,60,60.7,137.796,52.5,67.159,83.19,1.43,544.108,496.67,4.891,3.838,7887.385,6054.174,1826.73,1127.354,6060.654,4926.82,424.856,2056.234,45566.75982,45566.75982,45566.75982,1,
800.122,119.909,215.1,214.8,220.1,225,2187.67,1738.673,3.336,0.148,24.338,2.096,0.452,0.658,45.4,28.598,44.984,229.8,60.1,60.1,60.7,94.586,52.5,66.519,80.376,3.461,542.96,498.643,4.665,3.612,7727.993,5460.005,1706.118,1010.595,6021.875,4449.41,423.836,2055.316,45566.76011,45566.76011,45566.76011,1,
800.122,119.909,215.1,214.8,220.1,225,2187.67,1738.673,3.336,0.148,24.338,2.096,0.452,0.658,45.4,28.598,44.984,229.8,60.1,60.1,60.7,137.796,52.5,67.206,82.743,2.37,545.479,498.109,4.741,3.875,7918.248,6099.357,1766.362,1166.916,6151.885,4932.441,424.773,2054.387,45566.76011,45566.76011,45566.76011,0,
799.938,119.909,215,215.1,220.1,225,2190.876,1764.416,3.084,0.148,24.34,2.006,0.454,0.654,45.5,27.777,44.959,229.8,60.1,60.1,60.8,137.796,52.5,67.367,83.22,1.43,543.773,495.675,4.891,3.838,7863.677,6016.759,1817.102,1116.579,6046.575,4900.18,424.69,2054.52,45566.76038,45566.76038,45566.76038,0,
800.122,119.909,215,215,220.1,225,2198.356,1769.759,3.058,0.146,24.34,2.06,0.454,0.656,45.7,27.94,44.953,229.8,60,60,60.8,94.586,52.5,66.692,80.336,3.273,541.679,496.472,4.628,3.687,7693.613,5399.256,1663.932,1024.732,6029.681,4374.524,423.402,2055.823,45566.76067,45566.76067,45566.76067,0,
800.122,119.909,215,215,220.1,225,2198.356,1769.759,3.058,0.146,24.34,2.06,0.454,0.656,45.7,27.94,44.953,229.8,60,60,60.8,137.796,52.5,67.008,82.939,1.354,543.687,495.333,4.929,3.875,7883.025,6019.931,1840.851,1138.112,6042.175,4881.819,424.598,2055.167,45566.76067,45566.76067,45566.76067,1,
799.938,119.909,215.1,215.1,220.1,225,2168.727,1775.879,3.28,0.154,24.336,2.032,0.45,0.658,45.7,27.63,44.999,229.8,60.1,60.1,60.8,94.586,52.5,66.521,80.549,2.859,539.201,493.525,4.665,3.65,7640.194,5313.268,1660.406,982.896,5979.788,4330.373,423.705,2055.471,45566.76095,45566.76095,45566.76095,1,
799.938,119.909,215.1,215.1,220.1,225,2168.727,1775.879,3.28,0.154,24.336,2.032,0.45,0.658,45.7,27.63,44.999,229.8,60.1,60.1,60.8,137.796,52.5,67.162,83.029,1.392,545.467,497.513,4.891,3.875,7891.462,6118.735,1821.75,1138.949,6069.712,4979.786,424.758,2056.058,45566.76095,45566.76095,45566.76095,0,
799.938,119.909,215.1,215.1,220.1,224.8,2199.813,1770.245,3.706,0.146,24.34,2.058,0.454,0.658,45.9,27.849,44.964,229.8,60,60,60.8,137.796,52.5,67.179,83.363,1.354,544.961,496.376,4.854,3.838,7909.124,6063.514,1802.971,1121.802,6106.153,4941.712,424.819,2056.68,45566.76123,45566.76123,45566.76123,1,
799.938,119.909,215,215,220.1,224.8,2184.173,1778.016,3.718,0.146,24.338,2.028,0.452,0.658,46,27.472,44.948,229.8,60,60,60.8,94.586,52.5,66.485,80.497,3.311,539.283,493.506,4.59,3.725,7640.171,5306.188,1619.006,1019.06,6021.166,4287.127,423.75,2056.206,45566.76152,45566.76152,45566.76152,0,
799.938,119.909,215,215,220.1,224.8,2184.173,1778.016,3.718,0.146,24.338,2.028,0.452,0.658,46,27.472,44.948,229.8,60,60,60.8,137.796,52.5,67.179,82.957,1.392,543.585,495.624,4.891,3.875,7863.111,6042.966,1813.267,1131.557,6049.844,4911.409,424.781,2057.057,45566.76152,45566.76152,45566.76152,1,
800.122,119.909,215.1,214.8,220.1,224.8,2198.745,1767.428,3.134,0.154,24.34,2.064,0.454,0.656,46,27.772,44.989,229.8,60.1,60.1,60.8,94.586,52.5,66.637,80.999,2.421,539.887,494.395,4.553,3.687,7649.431,5349.06,1608.552,1010.557,6040.879,4338.503,423.793,2056.065,45566.7618,45566.7618,45566.7618,1,
800.122,119.909,215.1,214.8,220.1,224.8,2198.745,1767.428,3.134,0.154,24.34,2.064,0.454,0.656,46,27.772,44.989,229.8,60.1,60.1,60.8,137.796,52.5,67.107,82.989,1.655,543.627,495.061,4.929,3.875,7860,6012.571,1836.952,1133.69,6023.049,4878.881,424.77,2056.021,45566.7618,45566.7618,45566.7618,1,
799.938,119.909,215.1,215,220.1,224.8,2195.83,1772.285,3.032,0.152,24.34,2.028,0.454,0.654,46.2,27.487,44.979,229.8,59.9,59.9,60.8,137.796,52.5,67.309,82.852,2.446,540.846,492.432,4.854,3.875,7810.087,5928.128,1778.579,1118.689,6031.509,4809.439,424.614,2054.737,45566.76207,45566.76207,45566.76207,0,
799.938,119.909,214.8,214.8,220.1,224.8,2200.105,1785.011,3.08,0.15,24.34,2.056,0.454,0.652,46.2,27.614,44.979,230,60,60,60.8,94.586,52.5,66.552,80.36,3.01,538.822,492.777,4.59,3.725,7638.289,5314.294,1616.827,1016.712,6021.462,4297.583,423.565,2054.918,45566.76235,45566.76235,45566.76235,0,
799.938,119.909,214.8,214.8,220.1,224.8,2200.105,1785.011,3.08,0.15,24.34,2.056,0.454,0.652,46.2,27.614,44.979,230,60,60,60.8,137.796,52.5,67.063,82.759,2.483,544.787,496.565,4.854,3.875,7869.624,6058.015,1793.517,1131.021,6076.106,4926.994,424.626,2054.626,45566.76235,45566.76235,45566.76235,0,
800.307,119.909,214.8,214.8,220,224.8,2184.853,1782.874,3.278,0.148,24.338,2.048,0.452,0.65,46.4,27.706,44.948,229.8,60.1,60.1,60.8,94.586,52.5,66.649,80.403,3.612,540.754,495.713,4.628,3.65,7665.574,5371.458,1652.918,995.875,6012.656,4375.582,423.705,2055.711,45566.76264,45566.76264,45566.76264,0,
800.307,119.909,214.8,214.8,220,224.8,2184.853,1782.874,3.278,0.148,24.338,2.048,0.452,0.65,46.4,27.706,44.948,229.8,60.1,60.1,60.8,137.796,52.5,67.242,83.27,1.354,543.724,495.769,4.816,3.838,7861.435,6023.981,1775.94,1116.518,6085.495,4907.463,424.718,2054.973,45566.76264,45566.76264,45566.76264,0,
800.122,119.909,215,215,220.1,225,2197.579,1784.136,3.416,0.148,24.34,2.048,0.454,0.654,46.5,27.833,44.943,229.8,59.9,59.9,60.9,137.796,52.5,67.189,82.828,2.22,543.407,495.49,4.891,3.875,7855.808,6008.956,1818.476,1137.192,6037.333,4871.763,424.814,2055.189,45566.76292,45566.76292,45566.76292,1,
800.307,119.909,214.8,214.8,220,225,2193.985,1769.079,3.416,0.146,24.338,2.034,0.452,0.656,46.5,27.732,44.994,229.8,60,60,60.8,94.586,52.5,66.393,80.39,3.273,541.059,495.712,4.665,3.687,7682.627,5387.979,1674.931,1014.986,6007.696,4372.992,423.312,2055.411,45566.7632,45566.7632,45566.7632,1,
800.307,119.909,214.8,214.8,220,225,2193.985,1769.079,3.416,0.146,24.338,2.034,0.452,0.656,46.5,27.732,44.994,229.8,60,60,60.8,137.796,52.5,67.152,83.225,1.354,542.318,494.113,4.854,3.838,7844.105,5976.207,1788.451,1108.483,6055.655,4867.723,424.885,2056.336,45566.7632,45566.7632,45566.7632,1,
800.675,119.909,216.8,215.8,219.1,224.6,2204.379,1778.794,2.854,0.152,24.322,2.058,0.454,0.656,46.9,27.879,44.969,230,60,60,60.1,94.586,52.5,59.555,75.068,4.063,537.483,491.087,4.59,3.65,7703.414,5158.162,1627.066,990.137,6076.348,4168.024,423.212,2055.224,45566.76425,45566.76425,45566.76425,1,
800.675,119.909,216.8,215.8,219.1,224.6,2204.379,1778.794,2.854,0.152,24.322,2.058,0.454,0.656,46.9,27.879,44.969,230,60,60,60.1,137.796,52.5,59.71,76.822,2.521,542.578,494.603,4.816,3.8,7995.463,5968.316,1781.832,1105.484,6213.631,4862.833,424.618,2054.22,45566.76425,45566.76425,45566.76425,0,
800.122,119.909,216.3,215.8,219.1,225,2197.19,1804.537,3.766,0.15,24.34,2.292,0.454,0.656,47.2,28.603,44.943,230,59.9,59.9,59.8,94.586,52.5,64.247,78.248,2.897,534.447,485.605,4.515,3.612,7654.503,5123.799,1578.969,962.117,6075.535,4161.682,423.572,2164.631,45566.76453,45566.76453,45566.76453,0,
800.122,119.909,216.3,215.8,219.1,225,2197.19,1804.537,3.766,0.15,24.34,2.292,0.454,0.656,47.2,28.603,44.943,230,59.9,59.9,59.8,137.796,52.5,64.329,80.632,1.43,539.988,489.045,4.966,3.875,7944.996,5893.557,1847.257,1125.519,6097.738,4768.038,424.635,2053.549,45566.76453,45566.76453,45566.76453,0,
800.122,119.909,215.8,215.6,219.3,225.3,2198.453,1782.679,3.194,0.148,24.34,2.004,0.454,0.654,47.2,27.854,44.979,230,59.7,59.7,59.9,94.586,52.5,65.325,79.377,3.424,534.538,487.551,4.703,3.687,7581.204,5143.005,1658.812,982.159,5922.392,4160.846,423.297,2051.621,45566.7648,45566.7648,45566.7648,0,
800.122,119.909,215.8,215.6,219.3,225.3,2198.453,1782.679,3.194,0.148,24.34,2.004,0.454,0.654,47.2,27.854,44.979,230,59.7,59.7,59.9,137.796,52.5,65.434,81.631,1.392,541.603,492.036,4.891,3.913,7879.777,5983.102,1808.301,1147.475,6071.476,4835.626,424.696,2054.248,45566.7648,45566.7648,45566.7648,0,
799.753,119.909,215.1,215.6,219.5,225.3,2194.762,1801.039,3.11,0.146,24.338,2.016,0.452,0.654,47.4,27.487,44.994,230,59.7,59.7,60.1,141.879,52.5,65.766,79.624,3.687,534.763,487.24,4.665,3.725,7568.794,5148.948,1630.233,989.225,5938.561,4159.723,423.649,2056.018,45566.76509,45566.76509,45566.76509,0,
799.753,119.909,215.1,215.6,219.5,225.3,2194.762,1801.039,3.11,0.146,24.338,2.016,0.452,0.654,47.4,27.487,44.994,230,59.7,59.7,60.1,91.864,52.5,66.034,82.15,1.392,539.844,490.164,4.891,3.951,7819.226,5916.172,1787.713,1143.351,6031.513,4772.822,424.597,2056.279,45566.76509,45566.76509,45566.76509,1,
800.122,119.909,214.5,215.3,219.5,225.3,2209.722,1795.891,3.406,0.146,24.34,2.092,0.454,0.656,47.5,28.2,44.964,230,59.9,59.9,60.3,141.879,52.5,66.305,79.946,3.01,542.06,497.243,4.553,3.687,7711.617,5409.639,1628.657,1030.533,6082.959,4379.106,423.686,2055.698,45566.76537,45566.76537,45566.76537,1,
800.122,119.909,214.5,215.3,219.5,225.3,2209.722,1795.891,3.406,0.146,24.34,2.092,0.454,0.656,47.5,28.2,44.964,230,59.9,59.9,60.3,91.864,52.5,66.445,82.428,1.392,543.217,494.71,4.816,3.875,7892.221,6000.724,1782.791,1141.908,6109.43,4858.816,424.843,2055.282,45566.76537,45566.76537,45566.76537,1,
800.307,119.909,214.5,215.1,219.6,225.1,2185.824,1758.005,3.086,0.146,24.338,2.058,0.452,0.656,47.5,28.445,44.984,230,60,60,60.4,141.879,52.5,66.347,80.108,2.634,542.7,497.961,4.553,3.612,7730.904,5435.733,1639.561,1004.89,6091.344,4430.843,423.958,2055.731,45566.76565,45566.76565,45566.76565,1,
800.307,119.909,214.5,215.1,219.6,225.1,2185.824,1758.005,3.086,0.146,24.338,2.058,0.452,0.656,47.5,28.445,44.984,230,60,60,60.4,91.864,52.5,66.662,82.79,1.354,544.93,496.746,4.854,3.838,7936.559,6069.28,1817.323,1136.615,6119.236,4932.665,424.679,2056.512,45566.76565,45566.76565,45566.76565,1,
800.122,119.909,214.5,215,219.6,225,2198.647,1750.136,2.718,0.154,24.338,2.044,0.452,0.654,47.7,28.639,44.964,230,60,60,60.5,141.879,52.5,66.541,80.509,2.977,541.373,496.146,4.515,3.65,7712.618,5402.156,1617.055,1021.445,6095.563,4380.711,423.437,2055.399,45566.76594,45566.76594,45566.76594,1,
800.122,119.909,214.5,215,219.6,225,2198.647,1750.136,2.718,0.154,24.338,2.044,0.452,0.654,47.7,28.639,44.964,230,60,60,60.5,91.864,52.5,66.904,82.996,1.279,545.513,497.551,4.778,3.8,7938.263,6093.512,1785.813,1127.896,6152.45,4965.617,424.79,2056.574,45566.76594,45566.76594,45566.76594,1,
800.122,119.909,214.3,215,219.6,225,2181.259,1758.685,3.206,0.146,24.338,2.04,0.452,0.654,47.7,28.511,44.984,229.8,60.1,60.1,60.6,141.879,52.5,66.399,80.373,3.048,542.436,497.154,4.59,3.65,7736.695,5424.304,1657.267,1019.982,6079.428,4404.322,423.333,2055.255,45566.76622,45566.76622,45566.76622,1,
800.122,119.909,214.3,215,219.6,225,2181.259,1758.685,3.206,0.146,24.338,2.04,0.452,0.654,47.7,28.511,44.984,229.8,60.1,60.1,60.6,91.864,52.5,66.982,82.787,1.354,544.038,495.632,4.854,3.875,7917.263,6059.784,1814.209,1153.054,6103.054,4906.73,424.841,2054.93,45566.76622,45566.76622,45566.76622,1,
800.122,119.909,214.3,215,219.8,225,2195.733,1752.079,2.798,0.146,24.338,2.056,0.452,0.654,47.9,28.644,44.999,229.8,60.2,60.2,60.7,91.864,52.5,67.075,82.963,1.317,545.796,498.464,4.854,3.875,7931.997,6123.382,1825.901,1165.334,6106.095,4958.048,424.729,2053.664,45566.7665,45566.7665,45566.7665,1,
800.491,119.909,214.5,214.8,219.8,225,2169.796,1727.793,3.256,0.146,24.336,2.046,0.45,0.656,47.9,28.649,44.953,229.8,60.2,60.2,60.7,141.879,52.5,66.614,80.501,3.311,540.344,495.329,4.59,3.687,7695.793,5387.564,1650.909,1035.654,6044.884,4351.911,423.747,2055.671,45566.76678,45566.76678,45566.76678,1,
800.491,119.909,214.5,214.8,219.8,225,2169.796,1727.793,3.256,0.146,24.336,2.046,0.45,0.656,47.9,28.649,44.953,229.8,60.2,60.2,60.7,91.864,52.5,67.184,83.1,1.317,545.518,498.234,4.891,3.838,7937.672,6141.743,1846.477,1147.619,6091.196,4994.124,424.878,2054.853,45566.76678,45566.76678,45566.76678,1,
800.307,119.909,214.6,214.8,219.8,225.1,2191.556,1751.593,3.174,0.146,24.364,2.034,0.454,0.656,47.9,28.501,44.948,229.8,60.2,60.2,60.8,141.879,52.5,66.732,80.564,3.273,542.208,497.257,4.665,3.612,7709.887,5426,1695.731,1000.264,6014.156,4425.736,423.619,2056.201,45566.76706,45566.76706,45566.76706,1,
800.307,119.909,214.6,214.8,219.8,225.1,2191.556,1751.593,3.174,0.146,24.364,2.034,0.454,0.656,47.9,28.501,44.948,229.8,60.2,60.2,60.8,91.864,52.5,67.302,83.141,1.317,545.154,496.939,4.891,3.875,7931.508,6105.301,1839.261,1158.058,6092.248,4947.244,424.692,2054.641,45566.76706,45566.76706,45566.76706,0,
800.675,119.909,214.5,215,220,225.1,2196.025,1749.165,3.31,0.15,24.34,2.032,0.454,0.652,47.7,28.292,44.999,230,60,60,60.9,91.864,52.5,67.151,82.793,2.032,543.207,496.091,4.854,3.875,7881.779,6052.765,1804.807,1146.873,6076.972,4905.892,424.808,2055.768,45566.76735,45566.76735,45566.76735,0,
800.307,119.909,214.6,214.8,220,225.1,2167.659,1738.188,3.676,0.148,24.336,2.044,0.45,0.654,47.7,28.374,44.969,229.8,60.1,60.1,60.9,141.879,52.5,66.721,80.575,2.897,541.268,495.888,4.59,3.65,7698.885,5399.856,1649.379,1013.165,6049.506,4386.691,423.81,2054.086,45566.76763,45566.76763,45566.76763,1,
800.307,119.909,214.6,214.8,220,225.1,2167.659,1738.188,3.676,0.148,24.336,2.044,0.45,0.654,47.7,28.374,44.969,229.8,60.1,60.1,60.9,91.864,52.5,67.098,82.586,2.107,544.745,495.738,4.891,3.838,7909.993,6068.853,1835.937,1133.407,6074.056,4935.446,424.736,2055.193,45566.76763,45566.76763,45566.76763,1,
800.307,119.909,214.8,214.8,220,225,2169.116,1754.119,3.128,0.15,24.342,2.032,0.452,0.656,47.5,28.175,44.964,229.8,60,60,60.9,141.879,52.5,66.894,80.538,3.16,540.302,494.873,4.59,3.65,7671.577,5367.342,1640.148,1003.956,6031.429,4363.386,423.724,2055.314,45566.76791,45566.76791,45566.76791,1,
800.307,119.909,214.8,214.8,220,225,2169.116,1754.119,3.128,0.15,24.342,2.032,0.452,0.656,47.5,28.175,44.964,229.8,60,60,60.9,91.864,52.5,67.26,82.819,2.483,545.438,497.965,4.854,3.913,7907.807,6132.192,1815.341,1173.374,6092.466,4958.819,424.805,2055.396,45566.76791,45566.76791,45566.76791,1,
800.675,119.909,214.6,214.8,220.1,225,2201.562,1759.462,2.902,0.146,24.34,2.06,0.454,0.656,47.2,28.348,44.979,229.8,60,60,60.9,91.864,52.5,67.252,83.408,1.354,544.183,497.023,4.891,3.838,7887.521,6061.066,1834.051,1135.156,6053.471,4925.91,424.793,2056.526,45566.76819,45566.76819,45566.76819,1,
800.491,119.909,214.5,214.8,220.1,224.8,2196.122,1765.485,3.13,0.146,24.338,2.036,0.452,0.656,46.5,28.216,44.974,229.8,60.1,60.1,60.9,141.879,52.5,66.874,80.524,3.123,542.458,497.941,4.628,3.65,7710.744,5459.043,1674.193,1017.23,6036.551,4441.813,423.492,2055.495,45566.76848,45566.76848,45566.76848,1,
800.491,119.909,214.5,214.8,220.1,224.8,2196.122,1765.485,3.13,0.146,24.338,2.036,0.452,0.656,46.5,28.216,44.974,229.8,60.1,60.1,60.9,91.864,52.5,67.24,82.984,2.408,544.463,497.005,4.854,3.8,7882.338,6068.218,1810.662,1112.347,6071.676,4955.871,424.775,2055.163,45566.76848,45566.76848,45566.76848,1,
800.491,119.909,214.6,214.6,220.1,224.8,2167.27,1767.816,3.314,0.144,24.336,2.044,0.45,0.654,46,28.262,44.969,229.8,59.9,59.9,60.9,141.879,52.5,66.858,80.703,3.424,541.078,496.797,4.59,3.65,7674.458,5423.818,1648.06,1014.027,6026.397,4409.791,423.347,2054.899,45566.76875,45566.76875,45566.76875,1,
800.491,119.909,214.6,214.6,220.1,224.8,2167.27,1767.816,3.314,0.144,24.336,2.044,0.45,0.654,46,28.262,44.969,229.8,59.9,59.9,60.9,91.864,52.5,67.351,83.212,1.354,545.001,497.492,4.816,3.838,7897.63,6100.308,1795.236,1136.35,6102.394,4963.958,424.753,2056.368,45566.76875,45566.76875,45566.76875,1,
800.491,119.909,214.6,214.6,220.1,225,2169.407,1782.971,3.494,0.146,24.336,2.018,0.45,0.65,45.2,27.864,44.959,229.8,60.1,60.1,60.9,91.864,52.5,67.214,83.232,1.392,543.945,496.177,4.891,3.951,7872.201,6052.247,1819.998,1176.351,6052.203,4875.896,424.635,2056.583,45566.76904,45566.76904,45566.76904,1,
800.307,119.909,214.8,214.6,220.1,225,2190.002,1783.554,2.874,0.148,24.338,2.034,0.452,0.658,44.4,27.757,44.999,229.8,60,60,60.9,141.879,52.5,66.757,80.582,3.574,540.963,496.313,4.553,3.687,7672.778,5401.498,1615.661,1018.746,6057.117,4382.752,423.726,2055.658,45566.76932,45566.76932,45566.76932,1,
800.307,119.909,214.8,214.6,220.1,225,2190.002,1783.554,2.874,0.148,24.338,2.034,0.452,0.658,44.4,27.757,44.999,229.8,60,60,60.9,91.864,52.5,67.203,83.508,1.43,543.232,494.98,4.816,3.875,7859.842,6002.241,1770.991,1128.97,6088.851,4873.271,424.832,2055.506,45566.76932,45566.76932,45566.76932,1,
800.491,119.909,214.8,214.8,220.1,224.8,2192.916,1783.651,3.128,0.148,24.338,2.062,0.452,0.654,43.4,28.058,44.974,230,60,60,60.9,141.879,52.5,66.766,80.46,3.085,541.55,497.097,4.628,3.687,7686.446,5435.38,1666.592,1029.294,6019.854,4406.086,423.721,2055.921,45566.7696,45566.7696,45566.7696,1,
800.675,119.909,214.6,214.8,220.1,224.8,2183.688,1769.953,3.426,0.148,24.338,2.03,0.452,0.654,42.7,27.777,44.989,229.8,60.1,60.1,60.9,91.864,52.5,67.478,83.335,1.317,542.56,494.806,4.891,3.875,7833.748,5988.285,1812.646,1132.7,6021.102,4855.585,424.717,2053.961,45566.76988,45566.76988,45566.76988,0,
800.491,119.909,214.6,214.6,220.1,224.8,2183.007,1798.319,3.066,0.148,24.338,2.04,0.452,0.652,42,27.696,44.979,229.8,59.9,59.9,60.9,141.879,52.5,66.611,80.42,3.123,540.384,495.193,4.741,3.687,7658.891,5381.57,1712.067,1012.464,5946.824,4369.105,423.411,2055.209,45566.77016,45566.77016,45566.77016,1,
800.491,119.909,214.6,214.6,220.1,224.8,2183.007,1798.319,3.066,0.148,24.338,2.04,0.452,0.652,42,27.696,44.979,229.8,59.9,59.9,60.9,91.864,52.5,67.343,83.392,1.392,544.658,495.832,4.891,3.875,7878.53,6022.538,1813.948,1128.855,6064.582,4893.682,424.819,2054.51,45566.77016,45566.77016,45566.77016,1,
800.491,119.909,214.6,214.6,220.1,225,2181.939,1758.588,2.874,0.148,24.338,2.042,0.452,0.658,41.5,27.589,44.959,229.8,60,60,60.9,141.879,52.5,66.787,80.432,2.859,539.458,492.932,4.59,3.65,7651.713,5318.39,1620.874,981.214,6030.84,4337.176,423.223,2055.613,45566.77044,45566.77044,45566.77044,1,
800.491,119.909,214.6,214.6,220.1,225,2181.939,1758.588,2.874,0.148,24.338,2.042,0.452,0.658,41.5,27.589,44.959,229.8,60,60,60.9,91.864,52.5,67.318,82.896,1.994,543.251,494.381,4.816,3.913,7852.957,5994.081,1768.155,1144.289,6084.802,4849.792,424.664,2055.442,45566.77044,45566.77044,45566.77044,1,
800.491,119.909,214.6,214.8,220.1,225,2187.767,1789.868,3.074,0.148,24.338,2.044,0.452,0.656,41,27.584,44.979,229.8,60.1,60.1,60.9,141.879,52.5,66.786,80.402,3.349,540.395,495.185,4.628,3.687,7648.115,5371.056,1649.984,1011.041,5998.131,4360.016,423.725,2055.14,45566.77073,45566.77073,45566.77073,1,
800.491,119.909,214.6,214.8,220.1,225,2187.767,1789.868,3.074,0.148,24.338,2.044,0.452,0.656,41,27.584,44.979,229.8,60.1,60.1,60.9,91.864,52.5,67.349,83.052,2.145,542.414,494.113,4.854,3.875,7838.948,5964.102,1785.186,1123.652,6053.762,4840.45,424.747,2054.213,45566.77073,45566.77073,45566.77073,1,
800.491,119.909,214.6,214.6,220.1,225,2189.613,1795.016,3.238,0.148,24.338,2.044,0.452,0.658,40.7,27.523,44.974,229.8,59.9,59.9,60.9,91.864,52.5,67.256,82.828,2.446,541.843,493.414,4.816,3.875,7819.494,5944.549,1759.481,1118.993,6060.012,4825.556,424.626,2056.213,45566.77101,45566.77101,45566.77101,1,
800.491,119.909,214.6,214.6,220.1,225,2191.75,1772.771,3.24,0.148,24.338,2.022,0.452,0.654,40.5,27.069,44.994,229.8,60.1,60.1,60.9,141.879,52.5,66.744,80.332,2.859,539.086,491.746,4.628,3.687,7636.103,5288.37,1627.407,984.612,6008.696,4303.757,423.648,2055.825,45566.77128,45566.77128,45566.77128,0,
800.491,119.909,214.6,214.6,220.1,225,2191.75,1772.771,3.24,0.148,24.338,2.022,0.452,0.654,40.5,27.069,44.994,229.8,60.1,60.1,60.9,91.864,52.5,67.335,83.194,1.467,540.575,490.338,4.891,3.913,7804.505,5863.044,1778.777,1112.229,6025.729,4750.815,424.637,2054.039,45566.77128,45566.77128,45566.77128,0,
800.307,119.909,214.6,214.8,220.1,225,2189.807,1799.582,2.91,0.148,24.338,2.044,0.452,0.656,40.4,27.028,44.989,229.8,60,60,60.9,141.879,52.5,66.751,80.529,3.085,538.209,491.65,4.741,3.725,7608.635,5271.813,1681.777,998.786,5926.857,4273.027,423.559,2055.186,45566.77157,45566.77157,45566.77157,1,
800.307,119.909,214.6,214.8,220.1,225,2189.807,1799.582,2.91,0.148,24.338,2.044,0.452,0.656,40.4,27.028,44.989,229.8,60,60,60.9,91.864,52.5,67.276,83.366,1.43,540.977,492.736,4.891,3.875,7801.38,5920.826,1783.746,1101.967,6017.634,4818.859,424.772,2055.692,45566.77157,45566.77157,45566.77157,1,
800.675,119.909,214.6,214.8,220.1,225,2193.887,1806.674,3.598,0.148,24.338,2.042,0.452,0.658,40.2,26.967,44.984,229.8,60,60,61,91.864,52.5,67.345,83.417,1.43,541.162,492.304,4.929,3.875,7788.854,5910.208,1803.089,1100.438,5985.765,4809.77,424.518,2053.467,45566.77185,45566.77185,45566.77185,0,
800.491,119.909,214.6,214.6,220.1,225,2188.933,1807.742,3.028,0.148,24.338,2.028,0.452,0.656,40,26.59,44.984,229.8,60.1,60.1,60.9,141.879,52.5,66.837,80.511,3.123,537.133,489.913,4.741,3.725,7578.812,5226.386,1664.831,981.344,5913.981,4245.042,423.611,2055.866,45566.77213,45566.77213,45566.77213,1,
