shot,shot_position,Cycle time,Clamping force,Peak value plasticizing screw,Transfer volume,Maximum injection pressure,Transfer injection pressure,Injection time,Cushion mass,Dosing time,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Nozzle temperature,Mold protection time,Product_Goodness
156,1,20.18800,799.19983,0.35400,28.22590,2010.96643,1656.19849,0.32600,22.65514,3.03800,199.60001,210.00000,220.00000,230.00000,239.80000,42.40000,0.67200,1
157,1,20.18800,799.56873,0.36000,28.24119,2019.61218,1649.39844,0.32600,22.67043,3.04800,199.60001,209.80000,220.00000,230.00000,239.80000,42.40000,0.66800,1
158,1,20.18800,799.38428,0.40400,28.19532,2028.64648,1652.40991,0.32600,22.65004,3.05400,199.80000,209.80000,220.00000,230.00000,240.00000,42.50000,0.67000,1
159,1,20.18800,799.56873,0.35600,28.24629,2026.99500,1653.08997,0.32600,22.64494,3.05600,199.80000,210.10001,220.00000,230.00000,240.00000,42.50000,0.66800,1
160,1,20.18800,799.56873,0.35400,28.23610,2040.10938,1652.60425,0.32600,22.65004,3.05600,199.80000,209.80000,219.80000,230.00000,240.00000,42.70000,0.67000,1
161,1,20.18800,799.56873,0.41800,28.21571,1987.45764,1645.12415,0.32400,22.66533,3.06200,199.80000,210.00000,220.00000,230.00000,240.00000,42.90000,0.67000,1
162,1,20.18800,799.38428,0.35400,28.19532,2015.72644,1649.98132,0.32600,22.66533,3.05800,199.80000,210.00000,220.00000,230.00000,240.00000,42.90000,0.67000,1
163,1,20.19000,799.56873,1.55600,28.20552,2031.46362,1650.07849,0.32600,22.65514,3.06200,199.80000,209.80000,220.00000,230.00000,240.00000,42.90000,0.66800,1
164,1,20.18800,799.56873,0.35400,28.23610,2021.45789,1654.15857,0.32600,22.68572,3.04200,199.80000,210.10001,220.10001,230.00000,239.80000,43.00000,0.66800,1
165,1,20.18800,799.01538,0.34600,28.19532,2018.64075,1648.52417,0.32400,22.65004,3.04800,199.80000,210.10001,220.00000,230.00000,239.80000,43.00000,0.67000,1
166,1,20.18800,799.19983,0.35400,28.24119,2014.36646,1649.39844,0.32600,22.64494,3.05800,199.80000,209.80000,220.00000,230.00000,240.00000,43.20000,0.67200,0
167,1,20.18800,799.19983,0.35400,28.20552,2023.40076,1650.36987,0.32600,22.65514,3.06400,199.80000,210.10001,220.10001,230.00000,240.00000,43.20000,0.67000,1
168,1,20.18800,799.38428,0.47400,28.19532,2026.41223,1651.72998,0.32400,22.68062,3.05000,199.80000,210.00000,220.00000,230.00000,240.00000,43.40000,0.66800,1
169,1,20.18800,799.38428,0.35200,28.21571,2022.13782,1647.45557,0.32400,22.67043,3.04800,199.80000,210.00000,220.00000,230.00000,240.00000,43.50000,0.66800,1
170,1,20.18800,799.56873,0.41600,28.24119,2026.89795,1651.14709,0.32600,22.66023,3.05200,199.80000,210.10001,220.10001,230.00000,239.80000,43.50000,0.67000,1
171,1,20.18800,799.56873,0.40600,28.23100,2029.90930,1644.63843,0.32400,22.67043,3.04800,199.80000,210.00000,220.00000,230.00000,239.80000,43.70000,0.66600,1
172,1,20.18800,799.38428,0.41000,28.22081,2010.57776,1649.10706,0.32400,22.65004,3.05800,200.00000,210.00000,220.00000,230.00000,239.80000,43.70000,0.66600,1
173,1,20.19000,799.38428,0.35600,28.21571,2026.70361,1653.47852,0.32600,22.64494,3.05600,200.00000,210.10001,220.10001,230.00000,239.80000,43.90000,0.67000,1
174,1,20.18800,799.19983,0.35400,28.21061,2024.37219,1645.60986,0.32400,22.68062,3.05000,200.00000,210.00000,220.00000,230.00000,239.80000,44.00000,0.66600,1
175,1,20.18800,799.38428,0.40800,28.24119,2016.01782,1652.60425,0.32600,22.66533,3.05400,200.10001,210.00000,220.10001,230.00000,239.80000,44.00000,0.66600,1
176,1,20.18800,799.56873,0.42000,28.24119,2032.04651,1646.58130,0.32600,22.64494,3.05600,200.00000,210.10001,220.10001,230.00000,239.80000,44.20000,0.66800,1
177,1,20.19000,799.38428,0.41200,28.19532,2029.71509,1644.54126,0.32600,22.66023,3.06600,200.00000,209.80000,220.10001,230.00000,239.80000,44.40000,0.67000,1
178,1,20.18800,799.38428,0.35600,28.22590,2025.53784,1649.78711,0.32800,22.68062,3.04800,200.10001,210.00000,220.10001,230.00000,239.80000,44.40000,0.67000,1
179,1,20.18800,799.01538,0.35800,28.23610,2014.17212,1649.30139,0.32600,22.67043,3.05400,200.00000,210.10001,220.10001,230.00000,239.80000,44.50000,0.66600,0
180,1,20.18800,799.19983,0.35600,28.22590,2016.50354,1655.61572,0.32800,22.67552,3.03800,200.10001,210.00000,220.10001,230.00000,239.80000,44.50000,0.66800,1
181,1,20.19000,799.19983,0.35800,28.21571,2024.27502,1650.95276,0.32600,22.66533,3.05000,200.10001,210.10001,220.10001,230.00000,239.80000,44.70000,0.66600,1
182,1,20.18800,799.19983,0.40400,28.23610,2020.19507,1650.66138,0.32600,22.67043,3.05000,200.10001,210.00000,220.00000,230.00000,239.80000,44.70000,0.67000,1
183,1,20.18800,799.19983,0.35400,28.23100,2016.69788,1646.96985,0.32600,22.65004,3.05000,200.10001,210.00000,220.00000,230.00000,239.80000,44.90000,0.66800,1
184,1,20.18800,799.38428,0.40400,28.20552,2047.97803,1650.66138,0.32400,22.67043,3.04600,200.00000,210.10001,220.10001,230.00000,239.80000,45.00000,0.66600,1
185,1,20.18800,799.56873,0.35800,28.21061,2040.59509,1649.20422,0.32800,22.67552,3.04000,200.10001,209.80000,220.00000,230.00000,239.80000,45.00000,0.66800,1
186,1,20.19000,799.19983,0.35800,28.22081,2039.23511,1650.66138,0.32600,22.68062,3.04400,200.10001,210.10001,220.10001,230.00000,239.80000,45.20000,0.66400,1
187,1,20.18800,799.56873,0.35600,28.23100,2027.28650,1648.81567,0.32600,22.67552,3.05200,200.10001,209.80000,220.00000,230.00000,239.80000,45.20000,0.66600,0
188,1,20.18800,799.19983,0.39600,28.20552,2027.86938,1651.24426,0.32600,22.65514,3.04000,200.10001,210.00000,220.00000,230.00000,239.80000,45.20000,0.66800,1
189,1,20.18800,799.19983,0.35200,28.20552,2032.92078,1652.79846,0.32600,22.68062,3.04800,200.10001,210.10001,220.10001,230.00000,240.00000,45.40000,0.66600,1
190,1,20.19000,799.38428,0.41400,28.23100,2041.56653,1644.24988,0.32800,22.66023,3.04600,200.10001,209.80000,220.00000,230.00000,240.00000,45.50000,0.66800,1
191,1,20.19000,799.19983,0.40400,28.20552,2029.61792,1650.46704,0.32800,22.69081,3.05400,200.10001,210.10001,220.00000,230.00000,240.00000,45.50000,0.66600,1
192,1,20.18800,799.01538,0.35000,28.23100,2030.39502,1651.34131,0.32600,22.63984,3.05000,200.10001,210.10001,220.10001,230.00000,240.00000,45.70000,0.67000,1
193,1,20.18800,799.19983,0.35600,28.20042,2024.46936,1649.49561,0.32600,22.68062,3.05000,200.00000,209.80000,220.00000,230.00000,239.80000,45.70000,0.67200,1
194,1,20.18800,799.38428,0.35400,28.24119,2014.26929,1647.84424,0.32400,22.65004,3.04800,200.10001,210.10001,220.10001,230.00000,239.80000,45.70000,0.66800,1
195,1,20.18800,799.19983,0.35400,28.23100,1995.71484,1648.81567,0.32400,22.67552,3.05200,200.10001,210.00000,220.00000,230.00000,239.80000,45.90000,0.66800,0
196,1,20.18800,799.01538,0.35000,28.21571,2025.14929,1649.10706,0.32400,22.68062,3.04800,200.10001,210.00000,220.00000,230.00000,239.80000,46.00000,0.66800,0
197,1,20.18800,799.19983,0.35600,28.23610,2051.86377,1648.52417,0.32600,22.67552,3.04400,200.10001,210.10001,220.00000,230.00000,239.80000,46.20000,0.66800,1
198,1,20.18800,799.19983,0.35600,28.23100,2011.64636,1649.00989,0.32600,22.68062,3.03800,200.10001,209.80000,219.80000,230.00000,239.80000,46.20000,0.66800,1
199,1,20.18800,799.19983,0.40000,28.25139,2012.81213,1647.35852,0.32800,22.67552,3.05800,200.10001,210.00000,220.00000,230.00000,239.80000,46.20000,0.66600,1
200,1,20.18800,799.01538,0.40400,28.21061,2024.08069,1649.39844,0.32800,22.67552,3.04600,200.00000,210.00000,219.80000,230.00000,239.80000,46.40000,0.67000,1
201,1,20.18800,799.19983,0.39800,28.23610,2018.15503,1649.00989,0.32400,22.65514,3.03600,200.10001,209.80000,219.80000,230.00000,239.80000,46.40000,0.66800,1
202,1,20.18800,799.38428,0.42000,28.22081,2016.89209,1652.40991,0.32600,22.66533,3.05000,200.10001,210.10001,220.10001,230.00000,239.80000,46.50000,0.67000,1
203,1,20.18800,799.01538,0.35600,28.21061,2017.57214,1646.96985,0.32600,22.65514,3.04000,200.00000,209.80000,220.00000,230.00000,239.80000,46.50000,0.66400,1
204,1,20.18800,799.19983,0.35600,28.22081,2027.18933,1653.57568,0.32400,22.68572,3.04600,200.00000,210.10001,220.10001,230.00000,239.80000,46.70000,0.67200,1
205,1,20.18800,799.19983,0.35400,28.22081,2038.55518,1650.46704,0.32600,22.66023,3.03200,200.00000,210.00000,220.00000,230.00000,239.80000,46.70000,0.67000,1
206,1,20.18800,799.19983,0.40600,28.21571,2029.90930,1649.30139,0.32800,22.65004,3.05200,200.00000,210.00000,220.00000,230.00000,240.00000,46.70000,0.67000,1
207,1,20.18800,799.38428,0.35200,28.20042,2019.32068,1652.60425,0.32400,22.66533,3.04000,200.00000,210.10001,220.10001,230.00000,240.00000,46.90000,0.66800,1
208,1,20.18800,799.19983,0.35600,28.21061,2022.52649,1650.07849,0.32600,22.70610,3.04400,200.00000,209.80000,220.00000,230.00000,240.00000,46.90000,0.66800,1
209,1,20.18800,799.19983,0.39600,28.23100,2028.06360,1648.81567,0.32600,22.68572,3.05200,200.00000,210.00000,220.10001,230.00000,240.00000,47.00000,0.67000,1
210,1,20.18800,799.01538,0.40800,28.23100,2018.83496,1648.13562,0.32400,22.67552,3.03400,200.10001,209.80000,220.00000,230.00000,240.00000,47.00000,0.67200,1
211,1,20.19000,799.56873,1.54400,28.20042,2034.66943,1648.42700,0.32800,22.67043,3.04600,200.10001,209.80000,220.00000,230.00000,240.00000,47.00000,0.66800,1
212,1,20.18800,799.01538,0.40400,28.19532,2004.26343,1654.35278,0.32800,22.67043,3.05400,200.10001,210.10001,220.10001,230.00000,239.80000,47.00000,0.66800,1
213,1,20.18800,799.19983,0.35400,28.21061,2029.13220,1651.24426,0.32400,22.68572,3.04000,200.10001,209.80000,220.00000,230.00000,239.80000,47.20000,0.67000,1
214,1,20.18800,799.19983,0.35400,28.22081,2023.01221,1650.36987,0.32400,22.68062,3.04600,200.00000,210.10001,220.00000,230.00000,239.80000,47.20000,0.67000,1
215,1,20.18800,799.19983,0.35200,28.24629,2032.14368,1646.38708,0.32600,22.68062,3.04000,200.10001,210.00000,220.00000,230.00000,239.80000,47.40000,0.66800,1
216,1,20.18800,799.19983,0.35600,28.21061,2015.92065,1650.46704,0.32800,22.68572,3.05000,200.10001,209.80000,220.00000,229.80000,239.80000,47.50000,0.67000,1
217,1,20.18800,799.19983,1.53400,28.24629,2027.38367,1650.27283,0.32600,22.66533,3.05800,200.10001,210.10001,220.00000,230.00000,239.80000,47.50000,0.67000,1
218,1,20.18800,799.01538,0.35800,28.24629,2021.74927,1650.95276,0.32600,22.70101,3.05600,200.10001,209.80000,219.80000,230.00000,239.80000,47.70000,0.67000,1
219,1,20.18800,799.19983,0.40200,28.23100,2015.82361,1651.82703,0.32600,22.67552,3.04600,200.10001,210.00000,219.80000,230.00000,239.80000,47.70000,0.66400,1
220,1,20.18800,799.01538,0.35400,28.24119,2021.55505,1651.82703,0.32400,22.67552,3.04400,200.10001,210.10001,220.00000,230.00000,239.80000,47.70000,0.67000,1
221,1,20.18800,799.19983,0.41800,28.23100,2032.72656,1649.88416,0.32600,22.69591,3.05600,200.10001,209.80000,219.80000,230.00000,239.80000,47.90000,0.66600,1
222,1,20.19000,799.01538,0.35400,28.22081,2047.78369,1646.58130,0.32600,22.69591,3.04000,200.00000,210.10001,220.00000,230.00000,240.00000,48.00000,0.66600,1
223,1,20.18800,799.19983,0.35800,28.21571,2018.83496,1652.79846,0.32600,22.68572,3.05800,200.10001,210.00000,220.00000,230.00000,240.00000,48.00000,0.67000,0
224,1,20.18800,799.19983,0.42000,28.21571,2033.60083,1647.55273,0.32600,22.67043,3.03800,200.10001,210.00000,220.00000,230.00000,240.00000,48.00000,0.67000,1
225,1,20.18800,798.83093,0.40400,28.25139,2034.47510,1653.96423,0.32600,22.69081,3.03600,200.00000,210.10001,220.10001,230.00000,240.00000,48.00000,0.66600,1
226,1,20.18800,799.01538,0.35600,28.24629,2020.48645,1653.86707,0.32600,22.67043,3.05400,200.00000,210.00000,220.00000,230.00000,239.80000,48.00000,0.67000,1
227,1,20.18800,799.01538,0.35600,28.23100,2025.24646,1654.06140,0.32800,22.68062,3.05200,200.10001,210.10001,220.10001,230.00000,239.80000,48.00000,0.66800,1
228,1,20.18800,799.01538,0.40200,28.22590,2003.38916,1656.29565,0.32400,22.70101,3.03800,200.00000,210.10001,220.00000,230.00000,239.80000,47.90000,0.67000,1
229,1,20.18800,799.19983,0.35600,28.23100,2013.39502,1659.40430,0.32400,22.66023,3.03400,200.10001,210.00000,220.00000,230.00000,239.80000,47.70000,0.67200,1
230,1,20.18800,799.01538,0.33800,28.25139,2007.95496,1653.38135,0.32400,22.64494,3.05200,200.00000,210.10001,220.10001,230.00000,239.80000,47.70000,0.67000,1
231,1,20.18800,799.38428,0.42000,28.21571,2002.51489,1655.32422,0.32400,22.67552,3.04800,199.80000,210.00000,220.00000,230.00000,239.80000,47.50000,0.66800,1
232,1,20.18800,799.19983,0.35200,28.24119,2009.70349,1658.04431,0.32600,22.71120,3.04600,199.80000,210.10001,220.10001,229.80000,239.80000,47.40000,0.67000,1
233,1,20.18800,799.19983,0.35400,28.22590,2017.08643,1654.64429,0.32400,22.69591,3.03000,199.80000,210.00000,220.00000,229.80000,239.80000,46.90000,0.66600,1
234,1,20.18800,799.01538,0.35000,28.23610,2019.32068,1655.42139,0.32400,22.67552,3.04000,199.80000,210.00000,220.00000,229.80000,239.80000,46.40000,0.67000,1
235,1,20.18800,799.01538,0.35200,28.23610,2016.50354,1656.87854,0.32600,22.69081,3.03200,199.80000,210.00000,220.00000,230.00000,239.80000,45.70000,0.67200,1
236,1,20.18800,799.01538,0.35000,28.21571,2024.56641,1650.66138,0.32400,22.66533,3.03400,199.80000,209.80000,220.00000,230.00000,239.80000,45.20000,0.66800,1
237,1,20.18800,799.38428,1.51000,28.21571,2013.78357,1654.06140,0.32600,22.65514,3.05400,199.80000,210.10001,220.10001,230.00000,239.80000,44.40000,0.66800,1
238,1,20.18800,799.19983,0.40400,28.22590,2006.59497,1654.06140,0.32600,22.68062,3.04200,199.80000,209.80000,220.00000,230.00000,240.00000,43.70000,0.66800,1
239,1,20.18800,799.19983,0.40600,28.25139,2018.83496,1652.99280,0.32600,22.66533,3.03200,199.80000,210.00000,220.00000,230.00000,240.00000,43.20000,0.67000,1
240,1,20.19000,799.38428,0.41200,28.20552,2033.69800,1658.14136,0.32800,22.66023,3.04800,199.60001,210.00000,220.00000,230.00000,240.00000,42.90000,0.67000,1
241,1,20.18800,799.19983,0.41000,28.23610,2013.88074,1649.10706,0.32400,22.65514,3.04200,199.60001,209.80000,220.00000,230.00000,239.80000,42.50000,0.66400,1
242,1,20.18800,799.19983,0.41800,28.23100,2027.18933,1649.00989,0.32600,22.68572,3.04600,199.60001,210.00000,220.10001,230.00000,239.80000,42.00000,0.66600,1
243,1,20.18800,799.19983,0.35400,28.21571,2008.63489,1652.02136,0.32400,22.67043,3.04000,199.60001,209.80000,220.00000,230.00000,239.80000,41.70000,0.67000,1
244,1,20.18800,799.19983,0.41000,28.23100,2004.26343,1654.54712,0.32800,22.65514,3.04800,199.60001,209.80000,220.00000,230.00000,239.80000,41.40000,0.66800,1
245,1,20.18800,799.19983,0.41800,28.21061,2015.62927,1654.15857,0.32600,22.63984,3.05800,199.60001,210.00000,220.10001,230.00000,239.80000,41.00000,0.67000,1
246,1,20.18800,799.19983,0.40200,28.24629,2014.17212,1646.58130,0.32600,22.65004,3.05600,199.60001,209.80000,219.80000,229.80000,239.80000,40.70000,0.67000,1
247,1,20.18800,799.38428,0.40400,28.24629,2006.59497,1654.25562,0.32600,22.68572,3.04800,199.60001,209.80000,220.00000,230.00000,239.80000,40.50000,0.66800,1
248,1,20.18800,799.19983,0.40600,28.24119,2002.90344,1651.82703,0.32600,22.67552,3.04800,199.60001,209.80000,219.80000,230.00000,239.80000,40.20000,0.66800,1
249,1,20.18800,799.01538,0.35000,28.23610,2021.55505,1645.22131,0.32400,22.63984,3.04600,199.60001,209.80000,219.80000,230.00000,239.80000,40.00000,0.66800,1
250,1,20.18800,799.19983,0.41600,28.24629,2016.60071,1652.31274,0.32600,22.66023,3.05600,199.60001,210.00000,220.00000,230.00000,239.80000,39.70000,0.67200,1
251,1,20.18800,799.19983,0.35000,28.21061,1998.53198,1653.47852,0.32600,22.65514,3.04800,199.60001,210.00000,219.80000,230.00000,239.80000,39.70000,0.67200,1
252,1,20.18800,799.01538,0.35800,28.25139,2015.24072,1647.45557,0.32600,22.63475,3.05400,199.60001,209.80000,220.00000,230.00000,239.80000,39.70000,0.67000,1
253,1,20.18800,799.19983,0.35400,28.22590,2029.71509,1652.11853,0.32800,22.67552,3.04400,199.60001,210.10001,220.10001,230.00000,239.80000,39.70000,0.66800,1
254,1,20.18800,799.38428,0.41000,28.20042,2015.43494,1649.88416,0.32400,22.65514,3.05000,199.60001,210.00000,220.00000,230.00000,239.80000,39.70000,0.67000,0
255,1,20.18800,798.83093,0.35000,28.24119,2026.70361,1656.58716,0.32600,22.67552,3.05200,199.60001,210.00000,220.00000,230.00000,240.00000,39.70000,0.66800,1
256,1,20.18800,799.19983,0.35800,28.20042,2019.22363,1655.03284,0.32600,22.65004,3.05000,199.60001,210.10001,220.10001,230.00000,240.00000,39.90000,0.67000,1
257,1,20.18800,799.19983,0.35400,28.21061,2017.47498,1654.93567,0.32600,22.65004,3.05200,199.60001,209.80000,220.00000,230.00000,240.00000,40.00000,0.66800,1
258,1,20.18800,799.19983,0.35400,28.22081,2011.35498,1654.93567,0.32400,22.65514,3.04200,199.60001,210.10001,220.10001,230.00000,239.80000,40.20000,0.67000,1
259,1,20.18800,799.19983,0.35400,28.22590,2012.42358,1658.62708,0.32400,22.64494,3.04600,199.80000,210.00000,220.00000,230.00000,239.80000,40.40000,0.67000,1
260,1,20.18800,799.38428,0.47600,28.23610,2018.25220,1649.68994,0.32400,22.66023,3.04400,199.80000,210.00000,220.00000,230.00000,239.80000,40.50000,0.66800,1
261,1,20.18800,799.19983,0.40000,28.25139,2017.76648,1654.74133,0.32400,22.66533,3.04600,199.60001,210.10001,220.10001,230.00000,239.80000,40.50000,0.67200,1
262,1,20.18800,799.19983,0.42400,28.22590,2003.68066,1651.34131,0.32400,22.66023,3.04600,199.60001,209.80000,220.00000,230.00000,239.80000,41.00000,0.66800,1
263,1,20.18800,799.38428,0.47800,28.20552,1996.78345,1657.75281,0.32800,22.68062,3.05000,199.60001,210.00000,220.00000,230.00000,239.80000,41.20000,0.67200,1
264,1,20.18800,799.01538,0.41400,28.20552,2025.34363,1645.22131,0.32600,22.67043,3.03200,199.60001,210.00000,220.00000,230.00000,239.80000,41.20000,0.67200,1
265,1,20.18800,799.38428,0.39800,28.24629,2014.94922,1650.66138,0.32400,22.67043,3.05200,199.80000,209.80000,220.00000,230.00000,239.80000,41.40000,0.67000,1
266,1,20.18800,799.19983,0.35400,28.23610,2004.55493,1656.68420,0.32400,22.67043,3.04600,199.80000,210.10001,220.10001,230.00000,239.80000,41.50000,0.67000,1
267,1,20.18800,799.19983,0.35200,28.23610,2007.08069,1650.56421,0.32600,22.66533,3.03400,199.80000,209.80000,220.00000,230.00000,239.80000,41.50000,0.67000,0
268,1,20.18800,799.19983,0.35600,28.21571,2018.34924,1650.56421,0.32400,22.67552,3.05400,200.00000,210.00000,220.10001,230.00000,239.80000,41.70000,0.66600,1
269,1,20.18800,799.01538,0.35800,28.23610,2019.02930,1654.06140,0.32400,22.66533,3.04800,199.80000,210.10001,220.10001,230.00000,239.80000,41.90000,0.67000,1
270,1,20.18800,799.19983,1.48400,28.20552,2011.06348,1651.63281,0.32400,22.65514,3.05200,199.80000,209.80000,220.00000,230.00000,239.80000,42.00000,0.67000,0
271,1,20.18800,799.19983,0.35400,28.22081,2003.19495,1654.83850,0.32400,22.66533,3.06400,200.00000,210.10001,220.10001,230.00000,239.80000,42.20000,0.67000,0
272,1,20.18800,799.19983,0.35400,28.20042,2013.29785,1653.38135,0.32400,22.64494,3.04400,199.80000,210.10001,220.10001,230.00000,239.80000,42.40000,0.67200,1
273,1,20.18800,799.19983,0.35400,28.22081,2002.12634,1653.67285,0.32600,22.67043,3.05400,200.00000,209.80000,220.00000,230.00000,239.80000,42.50000,0.66800,1
274,1,20.18800,799.01538,0.34800,28.20552,1996.88062,1652.70142,0.32600,22.65004,3.05000,200.00000,210.10001,220.10001,230.00000,239.80000,42.50000,0.67000,1
275,1,20.18800,799.19983,0.35800,28.20552,2000.37769,1654.54712,0.32400,22.65004,3.05200,200.00000,210.10001,220.10001,230.00000,239.80000,42.70000,0.67000,1
276,1,20.18800,799.19983,0.35600,28.21061,1995.81201,1652.50708,0.32600,22.63984,3.05600,200.00000,209.80000,220.00000,230.00000,239.80000,42.70000,0.66600,1
277,1,20.18800,799.01538,0.35200,28.23610,2015.82361,1649.78711,0.32600,22.65514,3.05000,200.00000,210.10001,220.10001,229.80000,239.80000,42.90000,0.67200,1
278,1,20.18800,799.19983,1.55800,28.20042,2013.49207,1654.06140,0.32600,22.65004,3.04600,200.00000,210.00000,220.00000,229.80000,239.80000,43.20000,0.66400,1
279,1,20.18800,799.19983,0.47400,28.22081,2003.38916,1654.74133,0.32600,22.66533,3.05200,200.00000,210.00000,220.00000,230.00000,239.80000,43.20000,0.66600,1
280,1,20.18800,799.19983,0.42000,28.22590,2010.57776,1655.03284,0.32600,22.68572,3.04400,200.00000,210.10001,220.00000,230.00000,239.80000,43.20000,0.66800,0
281,1,20.18800,799.19983,1.47600,28.25139,2022.91504,1662.02710,0.32400,22.63984,3.04600,199.80000,210.00000,220.00000,230.00000,239.80000,43.50000,0.66400,1
282,1,20.18800,798.83093,0.35200,28.21061,2003.38916,1657.94714,0.32600,22.68062,3.04800,200.00000,210.10001,220.10001,230.00000,240.00000,43.50000,0.66800,1
283,1,20.18800,799.01538,0.41600,28.24119,2008.82922,1652.99280,0.32400,22.67043,3.04800,200.00000,210.10001,220.00000,230.00000,239.80000,43.70000,0.66800,0
284,1,20.18800,799.01538,0.40600,28.20552,2011.45215,1652.70142,0.32600,22.67043,3.05800,200.00000,210.00000,220.00000,230.00000,239.80000,43.70000,0.67000,1
285,1,20.18800,799.19983,1.53800,28.21061,2012.03491,1661.54138,0.32600,22.65514,3.04200,199.80000,210.10001,220.10001,230.00000,240.00000,43.90000,0.67000,1
286,1,20.18800,799.01538,0.35600,28.23100,2011.16064,1654.54712,0.32600,22.67552,3.04600,200.00000,210.00000,220.00000,230.00000,240.00000,44.00000,0.67000,1
287,1,20.18800,799.01538,0.35200,28.25139,2005.62354,1646.48413,0.32400,22.66533,3.05000,200.10001,210.00000,220.00000,230.00000,240.00000,44.00000,0.66800,1
288,1,20.18800,799.01538,0.35600,28.20552,2007.37207,1656.48999,0.32400,22.67043,3.05800,200.10001,210.10001,220.10001,230.00000,240.00000,44.20000,0.66800,1
289,1,20.18800,798.83093,0.35400,28.25139,2017.66931,1650.75854,0.32600,22.64494,3.06000,200.10001,210.00000,220.00000,230.00000,239.80000,44.50000,0.67000,1
290,1,20.18800,799.01538,0.40800,28.21571,2012.71497,1651.14709,0.32400,22.66533,3.05800,200.10001,210.00000,220.10001,230.00000,239.80000,44.50000,0.66800,1
291,1,20.18800,799.01538,0.35600,28.19532,2007.46924,1655.32422,0.32400,22.65514,3.04400,200.10001,210.10001,220.00000,230.00000,239.80000,44.50000,0.67000,1
292,1,20.18800,799.19983,0.52800,28.24629,2024.37219,1652.79846,0.32600,22.67043,3.04600,200.10001,209.80000,220.00000,230.00000,239.80000,44.50000,0.67000,1
293,1,20.18800,799.01538,0.35200,28.23100,2005.42920,1649.20422,0.32400,22.66023,3.04800,200.10001,210.10001,220.10001,229.80000,239.80000,44.70000,0.66800,1
294,1,20.18800,799.01538,0.35600,28.20552,1997.65771,1647.94128,0.32600,22.67043,3.05200,200.10001,210.00000,220.00000,230.00000,240.00000,44.70000,0.67200,1
295,1,20.18800,799.01538,0.35600,28.22081,2006.20630,1650.17566,0.32600,22.66533,3.04600,200.10001,210.00000,220.00000,230.00000,240.00000,44.90000,0.67000,1
296,1,20.18800,798.83093,0.35400,28.22081,2007.37207,1654.15857,0.32600,22.67043,3.04200,200.10001,210.10001,220.00000,230.00000,239.80000,45.00000,0.66800,1
297,1,20.18800,798.83093,0.35800,28.19532,2013.97778,1650.75854,0.32600,22.67043,3.03800,200.00000,209.80000,220.00000,230.00000,239.80000,45.00000,0.66800,1
298,1,20.18800,799.19983,0.47600,28.21571,2020.09790,1655.22705,0.32400,22.68572,3.03800,200.00000,210.10001,220.10001,230.00000,239.80000,45.00000,0.67400,1
299,1,20.18800,799.38428,0.41200,28.23100,2006.49780,1653.08997,0.32600,22.67043,3.03800,200.10001,210.00000,220.00000,230.00000,239.80000,45.20000,0.66800,1
300,1,20.18800,799.19983,0.35800,28.21061,2028.35510,1651.72998,0.32600,22.67552,3.04600,200.10001,210.00000,220.00000,230.00000,239.80000,45.20000,0.67000,1
301,2,20.16800,800.12207,0.34600,28.25139,1898.37708,1688.35303,0.32400,22.61436,22.65839,201.30000,210.60001,219.60001,229.80000,240.10001,45.00000,0.66800,0
302,2,20.18800,799.93762,0.41600,28.24119,2003.19495,1723.22754,0.32600,22.56849,3.19000,200.50000,210.60001,220.10001,230.00000,240.10001,45.00000,0.67200,0
303,2,20.18800,799.56873,0.47400,28.21061,2074.49829,1680.87292,0.32600,22.62456,3.04800,199.50000,210.60001,220.60001,230.10001,240.10001,45.20000,0.67000,0
304,2,20.18800,799.38428,0.41800,28.21571,2020.48645,1671.25574,0.32400,22.66023,2.99800,198.80000,210.60001,220.80000,230.30000,240.10001,45.20000,0.67200,0
305,2,20.18800,799.56873,0.40000,28.23610,2006.88635,1680.67871,0.32600,22.68572,3.00800,198.30000,210.30000,220.80000,230.30000,240.10001,45.00000,0.67200,1
306,2,20.19000,799.56873,0.40400,28.22590,2004.36060,1669.70142,0.32400,22.68062,3.01400,198.30000,210.30000,221.00000,230.30000,240.10001,45.40000,0.66400,1
307,2,20.18800,799.56873,0.35400,28.23100,2016.30933,1664.74719,0.32400,22.67043,3.03200,198.10001,210.30000,221.00000,230.30000,240.10001,45.40000,0.66800,1
308,2,20.18800,799.56873,0.40800,28.23610,1986.19482,1665.52429,0.32400,22.66533,3.04000,198.30000,210.10001,221.00000,230.10001,240.00000,45.40000,0.66800,1
309,2,20.18800,799.56873,0.41000,28.22590,2026.80078,1656.58716,0.32400,22.65004,3.05000,198.30000,210.10001,221.10001,230.10001,239.80000,45.50000,0.67200,0
310,2,20.18800,799.56873,0.40800,28.24629,2000.08630,1662.31860,0.32400,22.66533,3.06600,198.30000,210.10001,221.00000,230.10001,239.80000,45.70000,0.66800,0
311,2,20.18800,799.56873,0.41000,28.23100,1996.78345,1656.58716,0.32400,22.66023,3.07400,198.50000,210.00000,220.80000,230.10001,239.80000,45.70000,0.67000,0
312,2,20.18800,799.56873,0.41000,28.20552,1976.38330,1651.53564,0.32400,22.68572,3.06200,198.80000,210.00000,220.80000,230.10001,239.80000,45.70000,0.66800,0
